Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Post Consumers,Lifetime Post Consumptions,Lifetime Negative feedback,Lifetime Negative Feedback from Users,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views,Lifetime Average time video viewed,Lifetime Video length
,,,,,,,,"Lifetime: The number of people who had your Page's post enter their screen. Posts include statuses, photos, links, videos and more. (Unique Users)",Lifetime: The number of people who had your Page's post enter their screen through unpaid distribution. (Unique Users),Lifetime: The number of people who had your Page's post enter their screen through paid distribution such as an ad. (Unique Users),"Lifetime: The number of times your Page's post entered a person's screen. Posts include statuses, photos, links, videos and more. (Total Count)",Lifetime: The number of times your Page's posts entered a person's screen through unpaid distribution. (Total Count),Lifetime: The number of times your Page's post entered a person's screen through paid distribution such as an ad. (Total Count),"Lifetime: The number of unique people who engaged in certain ways with your Page post, for example by commenting on, liking, sharing, or clicking upon particular elements of the post. (Unique Users)",Lifetime: The number of people who clicked anywhere in your post. (Unique Users),Lifetime: The number of clicks anywhere in your post. (Total Count),Lifetime: The number of people who have given negative feedback to your post. (Unique Users),Lifetime: The number of times people have given negative feedback to your post. (Total Count),Lifetime: The number of impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who saw your Page post because they've liked your Page (Unique Users),Lifetime: The number of paid impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who like your Page and who saw your Page post in an ad or sponsored story. (Unique Users),Lifetime: The number of people who have liked your Page and clicked anywhere in your posts. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Total Count),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Total Count),Lifetime: Average time video viewed (Total Count),Lifetime: Length of a video post (Total Count)
171162119680585_1130750410388413,https://www.facebook.com/TarletonCOGS/posts/1130750410388413,The fall semester is wrapping up! Look ahead to spring by checking out the spring academic calendar. https://buff.ly/2nPWihG,Photo,,,12/14/17 7:27 AM, ,198,198,0,303,303,0,8,5,6,0,0,302,197,0,0,8,0,0,0,0,0,0,0,0,0,0
171162119680585_1130745817055539,https://www.facebook.com/TarletonCOGS/posts/1130745817055539,What can Handshake do for your career? Check out Handshake through Tarleton Careers.,Link,,,12/13/17 9:15 AM, ,212,212,0,334,334,0,6,2,2,0,0,334,212,0,0,6,0,0,0,0,0,0,0,0,0,0
171162119680585_1130742340389220,https://www.facebook.com/TarletonCOGS/posts/1130742340389220,Learn more about the upcoming Excellence in Teaching conference! https://buff.ly/2iQawtv,Photo,,,12/12/17 9:07 AM, ,183,183,0,296,296,0,3,2,2,0,0,295,182,0,0,3,0,0,0,0,0,0,0,0,0,0
171162119680585_1130739640389490,https://www.facebook.com/TarletonCOGS/posts/1130739640389490,The graduate student commencement will be held on Friday at 7 p.m. in Wisdom Gym. Congratulations to our Fall 2017 graduates!,Photo,,,12/11/17 8:50 AM, ,1770,1770,0,4621,4621,0,280,166,279,1,1,996,534,0,0,72,0,0,0,0,0,0,0,0,0,0
171162119680585_1126776260785828,https://www.facebook.com/TarletonCOGS/posts/1126776260785828,Stop by to find unique gifts for someone on your shopping list!,Link,,,12/8/17 6:42 AM, ,195,195,0,299,299,0,6,4,4,0,0,298,194,0,0,6,0,0,0,0,0,0,0,0,0,0
171162119680585_1128470743949713,https://www.facebook.com/TarletonCOGS/posts/1128470743949713,"Grad Student Volunteers needed for Spring Orientation in Fort Worth! Are you a current Tarleton graduate student in the Fort Worth area? If so, COGS is searching for a few graduate students to serve on a current student panel and to mingle with incoming students during the Orientation scheduled for Tuesday, January 9, 2018.  You would be needed from 5:30 to 8:00 p.m., and dinner will be provided.  If you’re interested in volunteering, please contact Mweni Ekpo at ekpo@tarleton.edu.",Photo,,,12/7/17 10:32 AM, ,263,263,0,891,891,0,19,19,21,0,0,621,224,0,0,13,0,0,0,0,0,0,0,0,0,0
171162119680585_1126775480785906,https://www.facebook.com/TarletonCOGS/posts/1126775480785906,"The Tarleton planetarium will host its annual holiday show, The Mystery of the Christmas Star, at various times in December. The show is free! Learn more about The Mystery of the Christmas Star and view showtimes at the link.",Link,,,12/7/17 7:40 AM, ,160,160,0,231,231,0,6,2,2,0,0,214,148,0,0,6,0,0,0,0,0,0,0,0,0,0
171162119680585_1126771740786280,https://www.facebook.com/TarletonCOGS/posts/1126771740786280,Reserve your spot soon!,Link,,,12/6/17 7:28 AM, ,296,296,0,464,464,0,14,10,12,0,0,464,296,0,0,14,0,0,0,0,0,0,0,0,0,0
171162119680585_1126770860786368,https://www.facebook.com/TarletonCOGS/posts/1126770860786368,Tarleton’s Global Ambassadors Academy is comprised of a group of international graduate students who share an interest in professional growth and the Tarleton student experience. Learn more about the Global Ambassadors Academy!,Link,,,12/5/17 7:25 AM, ,170,170,0,267,267,0,3,1,1,0,0,267,170,0,0,3,0,0,0,0,0,0,0,0,0,0
