Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Post Consumers,Lifetime Post Consumptions,Lifetime Negative feedback,Lifetime Negative Feedback from Users,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views,Lifetime Average time video viewed,Lifetime Video length
,,,,,,,,"Lifetime: The number of people who had your Page's post enter their screen. Posts include statuses, photos, links, videos and more. (Unique Users)",Lifetime: The number of people who had your Page's post enter their screen through unpaid distribution. (Unique Users),Lifetime: The number of people who had your Page's post enter their screen through paid distribution such as an ad. (Unique Users),"Lifetime: The number of times your Page's post entered a person's screen. Posts include statuses, photos, links, videos and more. (Total Count)",Lifetime: The number of times your Page's posts entered a person's screen through unpaid distribution. (Total Count),Lifetime: The number of times your Page's post entered a person's screen through paid distribution such as an ad. (Total Count),"Lifetime: The number of unique people who engaged in certain ways with your Page post, for example by commenting on, liking, sharing, or clicking upon particular elements of the post. (Unique Users)",Lifetime: The number of people who clicked anywhere in your post. (Unique Users),Lifetime: The number of clicks anywhere in your post. (Total Count),Lifetime: The number of people who have given negative feedback to your post. (Unique Users),Lifetime: The number of times people have given negative feedback to your post. (Total Count),Lifetime: The number of impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who saw your Page post because they've liked your Page (Unique Users),Lifetime: The number of paid impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who like your Page and who saw your Page post in an ad or sponsored story. (Unique Users),Lifetime: The number of people who have liked your Page and clicked anywhere in your posts. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Total Count),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Total Count),Lifetime: Average time video viewed (Total Count),Lifetime: Length of a video post (Total Count)
171162119680585_1177730872357033,https://www.facebook.com/TarletonCOGS/posts/1177730872357033,"Congratulations, Dr. Johnson! Dr. Vicky Johnson is one of our outstanding graduate faculty members. Master of Music in Music Ed Online Program at Tarleton State University",Link,,,3/1/18 7:56 AM, ,169,169,0,241,241,0,8,3,3,0,0,236,164,0,0,8,0,0,0,0,0,0,0,0,0,0
171162119680585_1177723252357795,https://www.facebook.com/TarletonCOGS/posts/1177723252357795,Interested in social media and research? Learn more about the upcoming Texas Social Media Conference being held in White Settlement on April 17. Texas Social Media Research Institute (TSMRI),Link,,,2/28/18 7:40 AM, ,222,222,0,282,282,0,6,3,3,0,0,258,204,0,0,6,0,0,0,0,0,0,0,0,0,0
171162119680585_1178588418937945,https://www.facebook.com/TarletonCOGS/posts/1178588418937945,"Congratulations, Dr. Steed!",Link,,,2/27/18 3:13 PM, ,172,172,0,273,273,0,9,8,11,0,0,265,167,0,0,9,0,0,0,0,0,0,0,0,0,0
171162119680585_1177717099025077,https://www.facebook.com/TarletonCOGS/posts/1177717099025077,"Tarleton State University - Educational Leadership & Policy Studies will host two info sessions for the doctoral program tomorrow, February 28. The Tarleton State University - FW session will begin at 5:30 in Room 560 of the Hickman Building, and the Tarleton State University - Waco session will begin at 5:30 in MAC 306. Come and learn more about what to expect of Tarleton's doctoral program.",Photo,,,2/27/18 7:28 AM, ,291,291,0,392,392,0,20,12,18,1,1,290,209,0,0,16,0,0,0,0,0,0,0,0,0,0
171162119680585_1177702792359841,https://www.facebook.com/TarletonCOGS/posts/1177702792359841,"Thank you Tarleton State University - Waco for hosting a great open house on Saturday! Thanks also to everyone who came out on a rainy morning to support our students, share knowledge, and learn about graduate school at Tarleton!",Photo,,,2/26/18 7:50 AM, ,222,222,0,309,309,0,19,12,13,0,0,294,213,0,0,18,0,0,0,0,0,0,0,0,0,0
171162119680585_1172765856186868,https://www.facebook.com/TarletonCOGS/posts/1172765856186868,See you tomorrow at Tarleton State University - Waco!,Link,,,2/23/18 5:43 PM, ,292,292,0,384,384,0,12,3,4,0,0,374,286,0,0,12,0,0,0,0,0,0,0,0,0,0
171162119680585_1172777446185709,https://www.facebook.com/TarletonCOGS/posts/1172777446185709,Looking for a job or just experience networking? Stop by the Spring Job Fair on March 1!,Link,,,2/22/18 6:06 PM, ,258,258,0,335,335,0,7,6,6,0,0,328,253,0,0,7,0,0,0,0,0,0,0,0,0,0
171162119680585_1172771996186254,https://www.facebook.com/TarletonCOGS/posts/1172771996186254,Thinking about earning your doctorate? Learn more about Tarleton's EdD program at tonight's info session. The session starts at 6 p.m. in Howell 201/202 on the Stephenville campus. Tarleton State University - College of Education Tarleton State University - Educational Leadership & Policy Studies,Photo,,,2/21/18 7:55 AM, ,900,900,0,1215,1215,0,55,49,63,1,1,402,252,0,0,19,0,0,0,0,0,0,0,0,0,0
171162119680585_1173365862793534,https://www.facebook.com/TarletonCOGS/posts/1173365862793534,"Congratulations, Dr. Pehl! Dr. Pehl is one of our outstanding graduate faculty members in Nursing.",Link,,,2/20/18 1:10 PM, ,587,587,0,1049,1049,0,34,22,25,0,0,633,348,0,0,21,0,0,0,0,0,0,0,0,0,0
171162119680585_1172763149520472,https://www.facebook.com/TarletonCOGS/posts/1172763149520472,Are you or someone you know interested in graduate school? Attend our upcoming open house at Tarleton State University - Waco!,Link,,,2/20/18 7:38 AM, ,225,225,0,317,317,0,2,0,0,0,0,259,185,0,0,2,0,0,0,0,0,0,0,0,0,0
171162119680585_1172760802854040,https://www.facebook.com/TarletonCOGS/posts/1172760802854040,The #GatewaytoGoals webinar series continues this week! Today's webinar is Online Graduate Programs and What It Means to Be an Online Student. Tarleton State University Global Campus RSVP for connection information.,Link,,,2/19/18 7:21 AM, ,119,119,0,156,156,0,4,1,1,0,0,124,95,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_1171024663027654,https://www.facebook.com/TarletonCOGS/posts/1171024663027654,Tarleton's Fort Worth students will soon have a new home! Check out this video on the upcoming groundbreaking for the new Tarleton Fort Worth campus. #NewGroundSameTown,Link,,,2/16/18 12:29 PM, ,264,264,0,417,417,0,23,18,22,0,0,398,246,0,0,23,0,0,0,0,0,0,0,0,0,0
171162119680585_1168375976625856,https://www.facebook.com/TarletonCOGS/posts/1168375976625856,Wondering what scholarships are available to graduate students? Check out this list of scholarship opportunities.,Link,,,2/16/18 7:41 AM, ,760,760,0,1126,1126,0,54,48,70,0,0,672,439,0,0,43,0,0,0,0,0,0,0,0,0,0
171162119680585_1161637410633046,https://www.facebook.com/TarletonCOGS/posts/1161637410633046,What do you want to learn? Check out our #GatewaytoGoals webinar series to learn more about graduate studies at Tarleton!,Photo,,,2/15/18 7:54 AM, ,185,185,0,293,293,0,4,4,4,0,0,287,181,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_1168371353292985,https://www.facebook.com/TarletonCOGS/posts/1168371353292985,Explore what a graduate degree can do for you!  Join us at the Waco campus for a special Open House for Prospective Graduate Students.,Photo,,,2/14/18 7:29 AM, ,167,167,0,284,284,0,2,0,0,0,0,279,162,0,0,2,0,0,0,0,0,0,0,0,0,0
171162119680585_1161637023966418,https://www.facebook.com/TarletonCOGS/posts/1161637023966418,What are you interested in learning more about? Check out our #GatewaytoGoals webinar series to learn more about graduate studies at Tarleton!,Photo,,,2/13/18 7:53 AM, ,186,186,0,281,281,0,1,1,1,0,0,277,182,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_1168368106626643,https://www.facebook.com/TarletonCOGS/posts/1168368106626643,"Check out the latest in graduate studies news with the College of Graduate Studies - Tarleton State University newsletter, #TheCOGSConnection!",Link,,,2/12/18 10:09 AM, ,145,145,0,217,217,0,4,4,4,0,0,214,142,0,0,3,0,0,0,0,0,0,0,0,0,0
171162119680585_1161600570636730,https://www.facebook.com/TarletonCOGS/posts/1161600570636730,Learn about Tarleton's graduate opportunities at the upcoming #GatewaytoGoals webinars! www.tarleton.edu/gatewaytogoals,Photo,,,2/9/18 6:55 AM, ,230,230,0,346,346,0,4,2,2,1,1,326,210,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_1162103557253098,https://www.facebook.com/TarletonCOGS/posts/1162103557253098,"The College of Graduate Studies will have its commencement ceremony on Friday, May 11, at 7 p.m. Mark your calendar and tell your family and friends! Congratulations to our upcoming graduates!",Photo,,,2/8/18 6:36 AM, ,238,238,0,374,374,0,5,2,2,0,0,370,234,0,0,5,0,0,0,0,0,0,0,0,0,0
171162119680585_1161634897299964,https://www.facebook.com/TarletonCOGS/posts/1161634897299964,Want to learn more about Tarleton's graduate programs and services? Join the #GatewaytoGoals webinars! www.tarleton.edu/gatewaytogoals,Photo,,,2/7/18 7:49 AM, ,234,234,0,384,384,0,6,3,3,0,0,359,216,0,0,6,0,0,0,0,0,0,0,0,0,0
171162119680585_1162080160588771,https://www.facebook.com/TarletonCOGS/posts/1162080160588771,The deadline to apply for Tarleton's EdD program is April 1! Learn more about Tarleton State University - Educational Leadership & Policy Studies in the upcoming webinar!,Photo,,,2/6/18 7:38 AM, ,326,326,0,501,501,0,5,4,5,0,0,349,234,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_1162108553919265,https://www.facebook.com/TarletonCOGS/posts/1162108553919265,Register for the upcoming HR Management & Leadership Conference to be held at Tarleton on Feb. 8! Learn more and register at the link below.,Link,,,2/5/18 8:47 AM, ,198,198,0,290,290,0,2,2,2,0,0,282,193,0,0,2,0,0,0,0,0,0,0,0,0,0
171162119680585_1159616344168486,https://www.facebook.com/TarletonCOGS/posts/1159616344168486,The Registrar is looking to hire a GA to work expansively in Degree Works. The ideal candidate will be able to work independently and have intermediate to advanced knowledge in Word and Excel. Coding and/or programming experience is a huge plus. Contact Ms. Chesea Estep at estep@tarleton.edu to learn more.,Photo,,,2/2/18 7:11 AM, ,308,308,0,504,504,0,7,7,9,1,1,390,228,0,0,3,0,0,0,0,0,0,0,0,0,0
171162119680585_1162056530591134,https://www.facebook.com/TarletonCOGS/posts/1162056530591134,"The College of Graduate Studies commencement ceremony will be held on Friday, May 11, at 7 p.m. Mark your calendars and share with your friends and family! Congratulations to our upcoming graduates!",Photo,,,2/2/18 6:37 AM, ,241,241,0,395,395,0,33,21,26,0,0,182,112,0,0,15,0,0,0,0,0,0,0,0,0,0
171162119680585_1161476073982513,https://www.facebook.com/TarletonCOGS/posts/1161476073982513,Faculty Research Coffee Hour with Dr. Jesse Meik is tomorrow at 1 p.m. in the library multipurpose room! Faculty are invited to informally discuss research at Faculty Research Coffee Hour events. Coffee and snacks will be provided by COGS.,Photo,,,2/1/18 8:14 AM, ,508,508,0,932,932,0,15,12,20,0,0,463,255,0,0,7,0,0,0,0,0,0,0,0,0,0
171162119680585_1159611647502289,https://www.facebook.com/TarletonCOGS/posts/1159611647502289,"The Department of Psychological Sciences is hosting Mr. Max Glauben, a Holocaust survivor. This experience is a once in a lifetime chance to hear a first-hand account of a Holocaust survivor’s story. Mr. Glauben is from Warsaw, Poland. His family’s apartment overlooked a square that saw early fighting in the Warsaw Ghetto uprising. He lost all of his family, except for his father, with whom Max was sent to forced labor camps. His father did not survive, and Max came to the U.S. in 1947 as an orphan. This is an opportunity that you will not want to miss, and the event is limited to the first 300 people.   All proceeds from this event will be used to directly support students with limited financial resources who will study abroad with the Holocaust in Europe program in May of 2018. Contact Dr. Jamie Borchardt at 254-968-1970 or borchardt@tarleton.edu if you have any questions.",Photo,,,2/1/18 7:02 AM, ,227,227,0,359,359,0,19,17,19,0,0,355,224,0,0,19,0,0,0,0,0,0,0,0,0,0
171162119680585_1159608070835980,https://www.facebook.com/TarletonCOGS/posts/1159608070835980,College of Graduate Studies - Tarleton State University has several webinars scheduled for February! Learn about Tarleton grad programs from the comfort of your laptop. Check out the #GatewaytoGoals schedule here.,Link,,,1/31/18 6:57 AM, ,743,743,0,1080,1080,0,11,7,9,0,0,295,180,0,0,3,0,0,0,0,0,0,0,0,0,0
171162119680585_1159597077503746,https://www.facebook.com/TarletonCOGS/posts/1159597077503746,Need some writing assistance beyond spellcheck? Check out Writing Mentor to assist you with your writing!,Link,,,1/30/18 7:37 AM, ,276,276,0,447,447,0,9,6,7,0,0,313,199,0,0,6,0,0,0,0,0,0,0,0,0,0
171162119680585_1159591824170938,https://www.facebook.com/TarletonCOGS/posts/1159591824170938,See the latest news for graduate students and grad faculty in #TheCOGSConnection!,Link,,,1/29/18 11:16 AM, ,214,214,0,361,361,0,9,7,7,0,0,339,198,0,0,9,0,0,0,0,0,0,0,0,0,0
171162119680585_1155131721283615,https://www.facebook.com/TarletonCOGS/posts/1155131721283615,Graduation applications for Spring 2018 are due today if you plan to participate in commencement! Lost in the process? Check out these instructions.,Link,,,1/26/18 8:19 AM, ,340,340,0,563,563,0,13,6,7,1,1,463,275,0,0,7,0,0,0,0,0,0,0,0,0,0
171162119680585_1155143631282424,https://www.facebook.com/TarletonCOGS/posts/1155143631282424,The Excellence in Teaching conference is just ahead! Learn more about this event here: https://online.tarleton.edu/fac_dev/eit_2018.pdf,Link,,,1/25/18 8:48 AM, ,110,110,0,196,196,0,5,1,1,0,0,194,108,0,0,5,0,0,0,0,0,0,0,0,0,0
171162119680585_1155118177951636,https://www.facebook.com/TarletonCOGS/posts/1155118177951636,Searching for the right word? Make your resume stand out with this list of action verbs from Tarleton Careers.,Link,,,1/24/18 8:12 AM, ,157,157,0,279,279,0,5,1,1,1,1,185,103,0,0,5,0,0,0,0,0,0,0,0,0,0
171162119680585_1155111614618959,https://www.facebook.com/TarletonCOGS/posts/1155111614618959,Need to drop a course? Take care of it today!,Link,,,1/23/18 7:00 AM, ,409,409,0,705,705,0,11,8,10,1,1,271,126,0,0,6,0,0,0,0,0,0,0,0,0,0
171162119680585_1155104857952968,https://www.facebook.com/TarletonCOGS/posts/1155104857952968,Graduate assistantship available! The Registrar is looking to hire a GA to work expansively in Degree Works. The ideal candidate will be able to work independently and have intermediate to advanced knowledge in Word and Excel. Coding and/or programming experience is a huge plus. Contact Ms. Chesea Estep at estep@tarleton.edu to learn more.,Photo,,,1/22/18 7:33 AM, ,172,172,0,294,294,0,7,5,6,0,0,287,169,0,0,7,0,0,0,0,0,0,0,0,0,0
171162119680585_1153349054795215,https://www.facebook.com/TarletonCOGS/posts/1153349054795215:0,"The COGS New Year New You Extravaganza is finally here!  In the comments below, please post a selfie, comment or favorite take-away from the Extravaganza.  Posts submitted today by 11:59 p.m. will have a chance to win a $500 scholarship!",Photo,,,1/20/18 8:05 AM, ,88,88,0,147,147,0,18,13,23,1,1,137,81,0,0,14,0,0,0,0,0,0,0,0,0,0
171162119680585_1151876408275813,https://www.facebook.com/TarletonCOGS/posts/1151876408275813,"Are you attending tomorrow’s New Year, New You Extravaganza?  If so, guess what?  The number of $500 scholarship prizes has now increased from 3 to 5!    In addition to the three winners who will be chosen by live drawing once the Extravaganza ends at 1:00 p.m., there will now be two additional winners chosen at random via social media – one winner from Facebook and one winner from Twitter!    Here’s how you can potentially win -- Look for the Facebook and Twitter posts from COGS asking you to respond by posting a selfie, comment or favorite take-away from the Extravaganza. To be eligible to win: • You must actually attend the Extravaganza (as confirmed by checking-in upon arrival). • You must be enrolled in at least 6 credit hours for the Spring 2018 semester. • You must use #NewYearNewYou and tag @TarletonCOGS (for Facebook) or @Tarleton_COGS (for Twitter) for all posts – including any made outside of the COGS prompts.",Photo,,,1/19/18 6:41 AM, ,73,73,0,114,114,0,7,4,5,0,0,105,67,0,0,6,0,0,0,0,0,0,0,0,0,0
171162119680585_1151846311612156,https://www.facebook.com/TarletonCOGS/posts/1151846311612156,"Check out the latest issue of Tarleton's graduate studies newsletter, #TheCOGSConnection, on our blog!",Link,,,1/18/18 6:35 AM, ,185,185,0,288,288,0,9,6,6,1,1,285,184,0,0,8,0,0,0,0,0,0,0,0,0,0
171162119680585_1151840804946040,https://www.facebook.com/TarletonCOGS/posts/1151840804946040,Welcome to Spring 2018! Get your semester off to a great start with some words of encouragement in the Dean's Message from Dr. Barry Lambert.,Link,,,1/17/18 9:15 AM, ,500,500,0,803,803,0,28,22,28,2,2,620,374,0,0,26,0,0,0,0,0,0,0,0,0,0
171162119680585_1151164051680382,https://www.facebook.com/TarletonCOGS/posts/1151164051680382,Tarleton Closing Notice - All Tarleton campus locations are closed today due to inclement weather and the gas leak at Stephenville.,Photo,,,1/16/18 6:18 AM, ,310,310,0,543,543,0,19,14,16,1,1,500,292,0,0,18,0,0,0,0,0,0,0,0,0,0
171162119680585_1146796018783852,https://www.facebook.com/TarletonCOGS/posts/1146796018783852,"The University will be closed today in observance of Martin Luther King, Jr. Day. Regular operations will resume Tuesday!",Photo,,,1/15/18 6:00 AM, ,217,217,0,338,338,0,8,5,5,2,2,337,216,0,0,7,0,0,0,0,0,0,0,0,0,0
171162119680585_1146783035451817,https://www.facebook.com/TarletonCOGS/posts/1146783035451817,Graduating this semester? Don't forget to apply for graduation by January 26.,Photo,,,1/12/18 7:58 AM, ,460,460,0,795,795,0,37,22,25,1,1,512,283,0,0,21,0,0,0,0,0,0,0,0,0,0
171162119680585_1146755258787928,https://www.facebook.com/TarletonCOGS/posts/1146755258787928,Access Blackboard on the go! Learn more about the mobile app.,Link,,,1/11/18 7:57 AM, ,285,285,0,476,476,0,13,9,12,0,0,476,285,0,0,13,0,0,0,0,0,0,0,0,0,0
171162119680585_1147883188675135,https://www.facebook.com/TarletonCOGS/posts/1147883188675135,Counseling Over the Years: 40 Years of Excellence,Link,,,1/10/18 9:34 AM, ,228,228,0,368,368,0,9,3,3,0,0,368,228,0,0,8,0,0,0,0,0,0,0,0,0,0
171162119680585_1146744692122318,https://www.facebook.com/TarletonCOGS/posts/1146744692122318,"Need help with passwords, your student account, or Office365? Check out IT Services on the Students tab.",Link,,,1/10/18 8:35 AM, ,151,151,0,252,252,0,4,2,2,1,1,251,150,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_1146740852122702,https://www.facebook.com/TarletonCOGS/posts/1146740852122702,Join us on the 20th!,Photo,,,1/9/18 8:25 AM, ,207,207,0,328,328,0,6,5,5,1,1,328,207,0,0,5,0,0,0,0,0,0,0,0,0,0
171162119680585_1146748288788625,https://www.facebook.com/TarletonCOGS/posts/1146748288788625,,,,,1/8/18 8:33 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171162119680585_1146745715455549,https://www.facebook.com/TarletonCOGS/posts/1146745715455549,College of Graduate Studies - Tarleton State University's cover photo,Photo,,,1/8/18 8:26 AM, ,329,329,0,492,492,0,21,14,15,0,0,282,193,0,0,17,0,0,0,0,0,0,0,0,0,0
171162119680585_1146730522123735,https://www.facebook.com/TarletonCOGS/posts/1146730522123735,Are you a new GA? GA orientations are this week! Contact Larry Smith at ldsmith@tarleton.edu for information on sessions.,Photo,,,1/8/18 7:49 AM, ,207,207,0,316,316,0,2,2,2,1,1,310,204,0,0,2,0,0,0,0,0,0,0,0,0,0
171162119680585_1145064398957014,https://www.facebook.com/TarletonCOGS/posts/1145064398957014,Check out upcoming Tarleton events for Spring 2018 and beyond using the University calendar! https://www.tarleton.edu/calendar/,Photo,,,1/5/18 10:21 AM, ,183,183,0,298,298,0,5,1,1,1,1,297,182,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_1144567672340020,https://www.facebook.com/TarletonCOGS/posts/1144567672340020,Thinking about different options to pay for grad school? Check out this post on our blog to learn more about affording your graduate education.,Link,,,1/4/18 1:17 PM, ,363,363,0,581,581,0,24,21,21,0,0,580,362,0,0,23,0,0,0,0,0,0,0,0,0,0
171162119680585_1144038895726231,https://www.facebook.com/TarletonCOGS/posts/1144038895726231,Have you RSVP'd for the #NewYearNewYou event? Check out this lineup of presenters!,Photo,,,1/3/18 2:40 PM, ,348,348,0,575,575,0,26,24,27,4,4,570,343,0,0,21,0,0,0,0,0,0,0,0,0,0
