Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Post Consumers,Lifetime Post Consumptions,Lifetime Negative feedback,Lifetime Negative Feedback from Users,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views,Lifetime Average time video viewed,Lifetime Video length
,,,,,,,,"Lifetime: The number of people who had your Page's post enter their screen. Posts include statuses, photos, links, videos and more. (Unique Users)",Lifetime: The number of people who had your Page's post enter their screen through unpaid distribution. (Unique Users),Lifetime: The number of people who had your Page's post enter their screen through paid distribution such as an ad. (Unique Users),"Lifetime: The number of times your Page's post entered a person's screen. Posts include statuses, photos, links, videos and more. (Total Count)",Lifetime: The number of times your Page's posts entered a person's screen through unpaid distribution. (Total Count),Lifetime: The number of times your Page's post entered a person's screen through paid distribution such as an ad. (Total Count),"Lifetime: The number of unique people who engaged in certain ways with your Page post, for example by commenting on, liking, sharing, or clicking upon particular elements of the post. (Unique Users)",Lifetime: The number of people who clicked anywhere in your post. (Unique Users),Lifetime: The number of clicks anywhere in your post. (Total Count),Lifetime: The number of people who have given negative feedback to your post. (Unique Users),Lifetime: The number of times people have given negative feedback to your post. (Total Count),Lifetime: The number of impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who saw your Page post because they've liked your Page (Unique Users),Lifetime: The number of paid impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who like your Page and who saw your Page post in an ad or sponsored story. (Unique Users),Lifetime: The number of people who have liked your Page and clicked anywhere in your posts. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Total Count),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Total Count),Lifetime: Average time video viewed (Total Count),Lifetime: Length of a video post (Total Count)
171162119680585_1089657824497672,https://www.facebook.com/TarletonCOGS/posts/1089657824497672,EdD in Educational Leadership Reimagined! Tarleton's EdD joins the CPED Consortium. Attend one of the upcoming info sessions. See the link below for more. Tarleton State University - Educational Leadership & Policy Studies,Link,,,9/29/17 9:33 AM, ,653,640,0,929,915,0,8,6,6,0,0,527,333,0,0,7,0,0,0,0,0,0,0,0,0,0
171162119680585_1089645751165546,https://www.facebook.com/TarletonCOGS/posts/1089645751165546,Looking for a GA position? The Center for Transformative Learning - ALE  is hiring for two roles. Contact Erin Lowery at lowery@tarleton.edu. Tarleton's ALE: Applied Learning Experiences,Photo,,,9/28/17 8:58 AM, ,247,234,0,327,309,0,5,1,1,0,0,306,230,0,0,5,0,0,0,0,0,0,0,0,0,0
171162119680585_1089627571167364,https://www.facebook.com/TarletonCOGS/posts/1089627571167364,"From bio-markers to osteoarthritis, Dr. Jones has a keen interest in equine research. One of the most rewarding parts of her role at Tarleton is introducing graduate students to the opportunities in science. Learn more about Dr. Trinette Jones, Assistant Professor of Animal Science and Veterinary Technology, in our most recent Faculty Spotlight. Tarleton College of Agricultural and Environmental Sciences Animal Science & Veterinary Technology, Tarleton State University",Link,,,9/27/17 8:18 AM, ,3250,420,0,5016,617,0,168,138,177,1,1,638,393,0,0,35,0,0,0,0,0,0,0,0,0,0
171162119680585_1090049617791826,https://www.facebook.com/TarletonCOGS/posts/1090049617791826,"Thinking about earning your doctorate in Educational Leadership? If you're in the Waco area, attend tonight's info session at MCC. Learn more >> http://www.tarleton.edu/calendar/#!event_id/33806/view/event/date/20170927",Photo,,,9/27/17 6:15 AM, ,239,237,0,399,396,0,4,3,3,0,0,380,225,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_1089624864500968,https://www.facebook.com/TarletonCOGS/posts/1089624864500968,Join us tomorrow for the Graduate and Professional School Fair! Tarleton Careers,Photo,,,9/26/17 11:15 AM, ,247,244,0,387,376,0,5,1,1,0,0,350,219,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_1089622521167869,https://www.facebook.com/TarletonCOGS/posts/1089622521167869,Have seen the latest issue of #TheCOGSConnection? Check it out at the link below.,Link,,,9/25/17 10:00 AM, ,227,227,0,323,323,0,2,2,4,0,0,267,176,0,0,2,0,0,0,0,0,0,0,0,0,0
171162119680585_1085894101540711,https://www.facebook.com/TarletonCOGS/posts/1085894101540711,Are you considering Tarleton's Ed.D. program and in the Waco area? Attend the upcoming info session on September 27th. Learn more at the link >> http://www.tarleton.edu/calendar/#!event_id/33806/view/event/date/20170927,Photo,,,9/22/17 7:32 AM, ,1078,697,0,1671,1020,0,30,22,39,0,0,498,279,0,0,12,0,0,0,0,0,0,0,0,0,0
171162119680585_1085881951541926,https://www.facebook.com/TarletonCOGS/posts/1085881951541926,The next COGS open house will be on October 14th in Fort Worth! Check out the schedule and RSVP below.,Link,,,9/21/17 6:58 AM, ,406,210,0,622,304,0,16,11,12,0,0,347,237,0,0,10,0,0,0,0,0,0,0,0,0,0
171162119680585_1086993051430816,https://www.facebook.com/TarletonCOGS/posts/1086993051430816,College of Graduate Studies - Tarleton State University shared Tarleton State University Global Campus's post.,Link,,,9/21/17 6:57 AM, ,110,76,0,173,106,0,4,3,5,0,0,171,109,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_1085878884875566,https://www.facebook.com/TarletonCOGS/posts/1085878884875566,One week from today! Attend the Graduate and Professional School Fair to learn about your opportunities!,Photo,,,9/20/17 6:50 AM, ,162,158,0,261,254,0,2,2,2,0,0,242,147,0,0,2,0,0,0,0,0,0,0,0,0,0
171162119680585_1085880021542119,https://www.facebook.com/TarletonCOGS/posts/1085880021542119,Give your resume a makeover at today's Resume Clinic! Tarleton Careers,Link,,,9/19/17 6:42 AM, ,122,118,0,181,177,0,6,4,6,1,1,179,119,0,0,6,0,0,0,0,0,0,0,0,0,0
171162119680585_1085874078209380,https://www.facebook.com/TarletonCOGS/posts/1085874078209380,#STEM,Photo,,,9/19/17 6:27 AM, ,253,246,0,397,384,0,22,20,34,0,0,382,246,0,0,21,0,0,0,0,0,0,0,0,0,0
171162119680585_1081831405280314,https://www.facebook.com/TarletonCOGS/posts/1081831405280314,Does your resume need some help? Attend next week's Resume Clinic. Tarleton Careers,Link,,,9/15/17 7:51 AM, ,337,93,0,548,162,0,10,6,7,0,0,169,99,0,0,5,0,0,0,0,0,0,0,0,0,0
171162119680585_1083391795124275,https://www.facebook.com/TarletonCOGS/posts/1083391795124275,"It's English and Languages Week! Stop by OA Grant 118 today from 12:05 - 1:05, and tomorrow from noon to 1 p.m. for guest speakers and discussion.",Status,,,9/14/17 8:29 AM, ,136,135,0,215,214,0,1,0,0,0,0,214,135,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_1081818291948292,https://www.facebook.com/TarletonCOGS/posts/1081818291948292,"Chat with the library! Services are open Monday-Thursday, 11 a.m. – 4 p.m. directly from the library website.",Link,,,9/14/17 8:00 AM, ,111,109,0,179,175,0,1,0,0,0,0,175,109,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_1081811171949004,https://www.facebook.com/TarletonCOGS/posts/1081811171949004,Tarleton partners in higher education effort to help Harvey-affected students. #harveyHELP,Link,,,9/13/17 8:04 AM, ,160,155,0,248,240,0,5,4,4,0,0,240,155,0,0,5,0,0,0,0,0,0,0,0,0,0
171162119680585_1081810001949121,https://www.facebook.com/TarletonCOGS/posts/1081810001949121,Explore graduate and professional school opportunities at the upcoming Grad School Fair!,Photo,,,9/12/17 7:00 AM, ,621,192,0,1024,315,0,13,6,10,2,2,360,198,0,0,8,0,0,0,0,0,0,0,0,0,0
171162119680585_1081808455282609,https://www.facebook.com/TarletonCOGS/posts/1081808455282609,Stay in the know with events and updates regarding graduate students! Check out the latest issue of The COGS Connection!,Link,,,9/11/17 7:56 AM, ,153,153,0,257,257,0,5,5,5,0,0,257,153,0,0,5,0,0,0,0,0,0,0,0,0,0
171162119680585_1080266698770118,https://www.facebook.com/TarletonCOGS/videos/1080266698770118/,"Thanks to all who came out for the Graduate Student Resource Fair & Networking Social yesterday! Our grand prize winner for participation in the networking event, Grad Fair BINGO, was Baukje Talsma. The 30 minute door prize winners were Jocelyn Rodriguez, Alex Stringfellow, Rinchen Wangchuk, and Pedro Romero. Congrats!",Video,,,9/8/17 7:51 AM, ,184,173,0,287,274,0,19,11,14,0,0,274,172,0,0,18,75,85,0,0,91,103,0,0,5050,5050
171162119680585_1079801785483276,https://www.facebook.com/TarletonCOGS/posts/1079801785483276,We have nearly 30 Tarleton resource groups who will join us for today's event. Stop by and check it out!,Link,,,9/7/17 9:20 AM, ,109,109,0,176,176,0,2,1,1,0,0,176,109,0,0,2,0,0,0,0,0,0,0,0,0,0
171162119680585_1078337825629672,https://www.facebook.com/TarletonCOGS/posts/1078337825629672,Tarleton's TIAER to assess environmental impact of Hurricane Harvey,Link,,,9/4/17 8:19 AM, ,182,179,0,304,300,0,6,5,5,0,0,301,180,0,0,6,0,0,0,0,0,0,0,0,0,0
171162119680585_1074620072668114,https://www.facebook.com/TarletonCOGS/posts/1074620072668114,The University is closed today in observance of Labor Day.,Photo,,,9/4/17 6:10 AM, ,305,293,0,547,528,0,4,1,1,0,0,528,293,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_1076868149109973,https://www.facebook.com/TarletonCOGS/posts/1076868149109973,College of Graduate Studies - Tarleton State University shared Tarleton Marketing and CIS's post.,Link,,,9/1/17 11:16 AM, ,138,138,0,217,217,0,4,2,2,0,0,217,138,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_1076854202444701,https://www.facebook.com/TarletonCOGS/posts/1076854202444701,Learn more about research at Tarleton!,Link,,,9/1/17 10:45 AM, ,105,103,0,159,157,0,2,0,0,0,0,157,103,0,0,2,0,0,0,0,0,0,0,0,0,0
171162119680585_1074617959334992,https://www.facebook.com/TarletonCOGS/posts/1074617959334992,"Happy Friday! As a reminder, Tarleton is closed on Monday in observance of Labor Day.",Photo,,,9/1/17 8:05 AM, ,1223,564,0,2325,1102,0,83,51,65,0,0,1175,576,0,0,47,0,0,0,0,0,0,0,0,0,0
171162119680585_1074608659335922,https://www.facebook.com/TarletonCOGS/posts/1074608659335922,The Pathways Student Research Symposium will be hosted by Tarleton on November 2-3! Learn more about the event!,Link,,,8/31/17 8:48 AM, ,262,156,0,434,251,0,18,7,7,0,0,274,168,0,0,12,0,0,0,0,0,0,0,0,0,0
171162119680585_1074606302669491,https://www.facebook.com/TarletonCOGS/posts/1074606302669491,Tarleton is committed to your success! Attend our upcoming Graduate Student Resource Fair to learn about resources available to assist you in your grad student journey.,Link,,,8/30/17 8:42 AM, ,139,135,0,201,197,0,5,3,4,0,0,198,136,0,0,5,0,0,0,0,0,0,0,0,0,0
171162119680585_1074600176003437,https://www.facebook.com/TarletonCOGS/posts/1074600176003437,Hopefully your semester is off to a great start! Dean Lambert shares some words in this semester's Dean's Message.,Link,,,8/29/17 8:26 AM, ,172,160,0,291,277,0,9,8,10,0,0,277,160,0,0,9,0,0,0,0,0,0,0,0,0,0
171162119680585_1074673139329474,https://www.facebook.com/TarletonCOGS/posts/1074673139329474,Fall 2017 Events!,Photo,,,8/28/17 12:28 PM, ,379,373,0,857,846,0,16,16,27,0,0,846,373,0,0,13,0,0,0,0,0,0,0,0,0,0
171162119680585_1074591096004345,https://www.facebook.com/TarletonCOGS/posts/1074591096004345,Welcome to the Fall 2017 semester! Check out the latest issue of The COGS Connection!,Link,,,8/28/17 8:57 AM, ,268,226,0,419,358,0,17,14,19,1,1,359,227,0,0,17,0,0,0,0,0,0,0,0,0,0
171162119680585_1070885449708243,https://www.facebook.com/TarletonCOGS/posts/1070885449708243,"SSMI is looking to fill two GA positions this fall! Position includes assisting with iSucceed program and the Study Skills sessions. For more information, contact MyLissa Parham at myparham@tarleton.edu.",Photo,,,8/23/17 8:14 AM, ,730,518,0,1496,1140,0,50,40,50,0,0,1171,518,0,0,27,0,0,0,0,0,0,0,0,0,0
171162119680585_1071648662965255,https://www.facebook.com/TarletonCOGS/posts/1071648662965255,College of Graduate Studies - Tarleton State University shared Tarleton State University - Department of Counseling's post.,Photo,,,8/22/17 6:14 PM, ,411,363,0,638,579,0,53,50,75,0,0,599,373,0,0,51,0,0,0,0,0,0,0,0,0,0
171162119680585_1070880916375363,https://www.facebook.com/TarletonCOGS/posts/1070880916375363,Tech Tuesday! Check out these tech resources for Tarleton students. https://buff.ly/2v75PA9,Link,,,8/22/17 8:02 AM, ,218,198,0,358,320,0,9,7,8,0,0,318,197,0,0,9,0,0,0,0,0,0,0,0,0,0
171162119680585_1071070216356433,https://www.facebook.com/TarletonCOGS/posts/1071070216356433,"Join us for ice cream, a chance to win great prizes, and to learn about Tarleton resources!",Link,,,8/21/17 3:15 PM, ,250,242,0,361,353,0,8,0,0,0,0,352,242,0,0,7,0,0,0,0,0,0,0,0,0,0
171162119680585_1070869863043135,https://www.facebook.com/TarletonCOGS/posts/1070869863043135,Today's eclipse peaks in our area at 1:07 p.m. Join the planetarium viewing party!,Link,,,8/21/17 8:35 AM, ,39,39,0,63,63,0,0,0,0,0,0,61,38,0,0,0,0,0,0,0,0,0,0,0,0,0
171162119680585_1067767386686716,https://www.facebook.com/TarletonCOGS/posts/1067767386686716,Want to watch Monday's solar eclipse? Come to Tarleton's planetarium!,Link,,,8/18/17 8:17 AM, ,132,122,0,201,187,0,8,2,2,0,0,189,122,0,0,8,0,0,0,0,0,0,0,0,0,0
171162119680585_1067756613354460,https://www.facebook.com/TarletonCOGS/posts/1067756613354460,Graduate school can give you the edge you need to advance your career. Read more about ways grad school can pay off.,Link,,,8/17/17 8:54 AM, ,270,192,0,465,328,0,9,7,7,0,0,328,192,0,0,9,0,0,0,0,0,0,0,0,0,0
