Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Post Consumers,Lifetime Post Consumptions,Lifetime Negative feedback,Lifetime Negative Feedback from Users,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views,Lifetime Average time video viewed,Lifetime Video length
,,,,,,,,"Lifetime: The number of people who had your Page's post enter their screen. Posts include statuses, photos, links, videos and more. (Unique Users)",Lifetime: The number of people who had your Page's post enter their screen through unpaid distribution. (Unique Users),Lifetime: The number of people who had your Page's post enter their screen through paid distribution such as an ad. (Unique Users),"Lifetime: The number of times your Page's post entered a person's screen. Posts include statuses, photos, links, videos and more. (Total Count)",Lifetime: The number of times your Page's posts entered a person's screen through unpaid distribution. (Total Count),Lifetime: The number of times your Page's post entered a person's screen through paid distribution such as an ad. (Total Count),"Lifetime: The number of unique people who engaged in certain ways with your Page post, for example by commenting on, liking, sharing, or clicking upon particular elements of the post. (Unique Users)",Lifetime: The number of people who clicked anywhere in your post. (Unique Users),Lifetime: The number of clicks anywhere in your post. (Total Count),Lifetime: The number of people who have given negative feedback to your post. (Unique Users),Lifetime: The number of times people have given negative feedback to your post. (Total Count),Lifetime: The number of impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who saw your Page post because they've liked your Page (Unique Users),Lifetime: The number of paid impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who like your Page and who saw your Page post in an ad or sponsored story. (Unique Users),Lifetime: The number of people who have liked your Page and clicked anywhere in your posts. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Total Count),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Total Count),Lifetime: Average time video viewed (Total Count),Lifetime: Length of a video post (Total Count)
171162119680585_859052127558244,https://www.facebook.com/TarletonCOGS/posts/859052127558244,Tomorrow is the COGS fall open house at Tarleton State University - FW! Check out the agenda and RSVP!,Link,,,9/30/16 4:26 PM, ,21,21,0,29,29,0,0,0,0,0,0,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0
171162119680585_859037424226381,https://www.facebook.com/TarletonCOGS/posts/859037424226381,It's not too late to register for Saturday's Open House Tarleton State University - FW!,Link,,,9/29/16 4:11 PM, ,26,26,0,50,50,0,1,1,1,0,0,49,25,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_859081790888611,https://www.facebook.com/TarletonCOGS/posts/859081790888611,Tarleton's Fall Job Fair is being held October 5th!  @TarletonCareers,Link,,,9/29/16 6:19 AM, ,107,81,0,162,120,0,7,1,1,0,0,121,81,0,0,6,0,0,0,0,0,0,0,0,0,0
171162119680585_859035847559872,https://www.facebook.com/TarletonCOGS/posts/859035847559872,Questions about the #GRE?  Attend this Saturday's Open House @TarletonFW for best practices.,Link,,,9/28/16 4:07 PM, ,27,27,0,48,48,0,0,0,0,0,0,47,26,0,0,0,0,0,0,0,0,0,0,0,0,0
171162119680585_859091770887613,https://www.facebook.com/TarletonCOGS/posts/859091770887613,The deadline to register for the #TAMUSPathways Student Research Symposium is this Friday!,Link,,,9/28/16 9:40 AM, ,166,51,0,254,88,0,6,3,3,0,0,104,56,0,0,5,0,0,0,0,0,0,0,0,0,0
171162119680585_859074730889317,https://www.facebook.com/TarletonCOGS/posts/859074730889317,Access the services of  The Writing Center at Tarleton State University online! Tarleton State University Global Campus,Link,,,9/28/16 6:02 AM, ,69,61,0,130,109,0,1,0,0,0,0,108,61,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_859035654226558,https://www.facebook.com/TarletonCOGS/posts/859035654226558,Learn more about graduate programs at Tarleton at this Saturday's Open House in Fort Worth!  https://tarleton.wufoo.com/forms/qxie0ij1emn4sr/,Link,,,9/27/16 4:07 PM, ,117,76,0,204,132,0,4,3,5,0,0,137,77,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_859058130890977,https://www.facebook.com/TarletonCOGS/posts/859058130890977:0,Looking to further your career as an educational leader? Learn about TSU Educational Leadership programs at tomorrow's sessions in FW and Stephenville.  Sessions begin at 6 p.m. in both locations. Email farmer@tarleton.edu for more information. Tarleton State University - Educational Leadership & Policy Studies,Photo,,,9/27/16 6:43 AM, ,294,290,0,733,727,0,12,10,15,0,0,612,237,0,0,10,0,0,0,0,0,0,0,0,0,0
171162119680585_859028140893976,https://www.facebook.com/TarletonCOGS/posts/859028140893976,Did you miss Tarleton on Tour on Saturday?  Your next opportunity to visit with us is October 1st at the Fort Worth campus for our graduate studies open house!  https://www.facebook.com/events/1753599848222100/,Link,,,9/26/16 4:53 PM, ,128,126,0,184,181,0,2,1,1,0,0,170,120,0,0,2,0,0,0,0,0,0,0,0,0,0
171162119680585_859018744228249,https://www.facebook.com/TarletonCOGS/posts/859018744228249:0,Thanks to all who came by the Arlington Convention Center on Saturday to visit with us at #tarletonontour!,Photo,,,9/26/16 7:17 AM, ,326,312,0,749,735,0,14,10,16,0,0,616,248,0,0,10,0,0,0,0,0,0,0,0,0,0
171162119680585_857911724338951,https://www.facebook.com/TarletonCOGS/posts/857911724338951,Set up and ready! Visit #tarletonontour today at the Arlington Convention Center from 10 am to noon.,Photo,,,9/24/16 7:47 AM, ,75,71,0,112,105,0,11,10,13,0,0,102,69,0,0,11,0,0,0,0,0,0,0,0,0,0
171162119680585_855331344596989,https://www.facebook.com/TarletonCOGS/posts/855331344596989,Don't miss #tarletonontour tomorrow in Arlington! Visit www.tarleton.edu/ontour for event details! The event starts at 10 a.m.,Link,,,9/23/16 5:41 PM, ,94,32,0,153,65,0,5,3,4,0,0,78,39,0,0,3,0,0,0,0,0,0,0,0,0,0
171162119680585_855328057930651,https://www.facebook.com/TarletonCOGS/posts/855328057930651,What are you doing this weekend?  Check out Tarleton's Planetarium. This weekend's shows are on Friday and Saturday at 7 p.m.,Link,,,9/23/16 6:31 AM, ,56,55,0,95,94,0,2,1,1,0,0,92,54,0,0,2,0,0,0,0,0,0,0,0,0,0
171162119680585_855323207931136,https://www.facebook.com/TarletonCOGS/posts/855323207931136,How effective are your study tactics? Take this short quiz to gauge your skills.,Link,,,9/22/16 5:20 PM, ,84,71,0,144,121,0,5,3,3,0,0,121,71,0,0,5,0,0,0,0,0,0,0,0,0,0
171162119680585_1753599848222100,https://www.facebook.com/events/1753599848222100/,"Are you interested in advancing your career?  Explore what a graduate degree can do for you! Join us!  Meet faculty, staff, students and alumni as well as learn about the university’s graduate school admissions process and best practices for passing the Graduate Record Examination (GRE). Application fees will be waived for attendees who apply within a week of the open house.  Tarleton-Fort Worth offers master’s programs in accounting, business administration, clinical mental health counseling, communication studies, counseling, criminal justice, curriculum and instruction, educational administration, medical laboratory services, nursing administration, nursing education, public administration and social work.  The university’s doctor of education (Ed.D.) program combines individualized study with specialized course work and research.",Status,,,9/22/16 2:04 PM, ,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_856986864431437,https://www.facebook.com/TarletonCOGS/posts/856986864431437:0,Happy First Day of Fall!,Photo,,,9/22/16 1:30 PM, ,604,576,0,1539,1486,0,11,6,7,0,0,1120,406,0,0,9,0,0,0,0,0,0,0,0,0,0
171162119680585_855306601266130,https://www.facebook.com/TarletonCOGS/posts/855306601266130,Tips and Tricks for Phone Interviews Career Services @ Tarleton,Link,,,9/22/16 6:34 AM, ,69,54,0,115,89,0,4,2,3,0,0,89,54,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_855304154599708,https://www.facebook.com/TarletonCOGS/posts/855304154599708,See you on Saturday!  #tarletonontour,Link,,,9/21/16 5:29 PM, ,46,44,0,75,73,0,2,1,1,0,0,73,44,0,0,2,0,0,0,0,0,0,0,0,0,0
171162119680585_855301137933343,https://www.facebook.com/TarletonCOGS/posts/855301137933343,Tips for Distance Learners. #tarletongradstudies Tarleton State University Global Campus,Link,,,9/21/16 6:21 AM, ,68,66,0,104,101,0,5,3,3,0,0,101,66,0,0,5,0,0,0,0,0,0,0,0,0,0
171162119680585_855286651268125,https://www.facebook.com/TarletonCOGS/posts/855286651268125,Thinking about the next step in your educational journey?  Join us Saturday for Tarleton on Tour to learn more! #tarletonontour,Link,,,9/20/16 5:46 PM, ,49,47,0,79,76,0,1,0,0,0,0,76,47,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_855283257935131,https://www.facebook.com/TarletonCOGS/posts/855283257935131,5 Ways To Create A Powerfully Productive Mind. #TransformationalTuesday #tarletongradstudies,Link,,,9/20/16 5:36 AM, ,113,90,0,178,141,0,7,4,4,0,0,141,90,0,0,6,0,0,0,0,0,0,0,0,0,0
171162119680585_855276011269189,https://www.facebook.com/TarletonCOGS/posts/855276011269189,"If You’re Feeling Uncomfortable, That’s The Start Of Your Personal Growth",Link,,,9/19/16 5:21 PM, ,155,123,0,277,220,0,11,7,8,1,1,222,123,0,0,9,0,0,0,0,0,0,0,0,0,0
171162119680585_855265557936901,https://www.facebook.com/TarletonCOGS/posts/855265557936901:0,Timeline Photos,Photo,,,9/19/16 6:44 AM, ,699,693,0,2001,1991,0,9,6,7,0,0,1537,498,0,0,8,0,0,0,0,0,0,0,0,0,0
171162119680585_851535571643233,https://www.facebook.com/TarletonCOGS/posts/851535571643233,How to make work-life balance work.,Link,,,9/16/16 5:17 PM, ,59,59,0,98,98,0,3,3,3,0,0,98,59,0,0,3,0,0,0,0,0,0,0,0,0,0
171162119680585_849300141866776,https://www.facebook.com/TarletonCOGS/posts/849300141866776:0,Timeline Photos,Photo,,,9/16/16 10:00 AM, ,222,220,0,531,530,0,6,6,7,0,0,488,194,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_853674101429380,https://www.facebook.com/TarletonCOGS/posts/853674101429380,"Congrats, Tarleton State! Top 10 in online MBA programs! #MBA #tarletongradstudies Tarleton State University - College of Business Administration Tarleton State University Jodie Dearing",Link,,,9/16/16 7:59 AM, ,81,67,0,133,114,0,5,2,2,0,0,106,62,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_851533761643414,https://www.facebook.com/TarletonCOGS/posts/851533761643414,The Benefits of Taking Small Breaks,Link,,,9/16/16 5:15 AM, ,93,85,0,188,178,0,9,8,8,0,0,178,85,0,0,9,0,0,0,0,0,0,0,0,0,0
171162119680585_851531261643664,https://www.facebook.com/TarletonCOGS/posts/851531261643664,Blackboard Hints and How-Tos,Link,,,9/15/16 5:07 PM, ,63,53,0,120,98,0,2,0,0,0,0,99,54,0,0,2,0,0,0,0,0,0,0,0,0,0
171162119680585_849298855200238,https://www.facebook.com/TarletonCOGS/posts/849298855200238:0,Timeline Photos,Photo,,,9/15/16 10:00 AM, ,203,202,0,480,478,0,4,3,4,0,0,449,184,0,0,2,0,0,0,0,0,0,0,0,0,0
171162119680585_851530084977115,https://www.facebook.com/TarletonCOGS/posts/851530084977115,Software discounts are available to the Tarleton community!  See more: http://www.tarleton.edu/technology/Software.html,Link,,,9/15/16 5:04 AM, ,112,88,0,206,168,0,7,6,7,0,0,169,88,0,0,7,0,0,0,0,0,0,0,0,0,0
171162119680585_851527671644023,https://www.facebook.com/TarletonCOGS/posts/851527671644023,Many of our programs are 100% online!  See a complete list on our website. #WebWednesday,Link,,,9/14/16 5:57 PM, ,74,58,0,128,102,0,5,3,3,0,0,102,58,0,0,5,0,0,0,0,0,0,0,0,0,0
171162119680585_849298688533588,https://www.facebook.com/TarletonCOGS/posts/849298688533588:0,Timeline Photos,Photo,,,9/14/16 10:00 AM, ,208,207,0,500,498,0,4,3,4,0,0,462,190,0,0,2,0,0,0,0,0,0,0,0,0,0
171162119680585_851526321644158,https://www.facebook.com/TarletonCOGS/posts/851526321644158,Have you learned to use WordPress? #webwednesday,Link,,,9/14/16 5:53 AM, ,103,80,0,187,152,0,9,6,6,0,0,152,80,0,0,8,0,0,0,0,0,0,0,0,0,0
171162119680585_851523724977751,https://www.facebook.com/TarletonCOGS/posts/851523724977751,Catch up with the latest news from the College of Graduate Studies by checking out this week's newsletter.,Link,,,9/13/16 5:45 PM, ,40,39,0,77,76,0,3,1,1,0,0,76,39,0,0,3,0,0,0,0,0,0,0,0,0,0
171162119680585_849298615200262,https://www.facebook.com/TarletonCOGS/posts/849298615200262:0,Timeline Photos,Photo,,,9/13/16 10:00 AM, ,225,224,0,584,582,0,5,4,4,0,0,525,195,0,0,3,0,0,0,0,0,0,0,0,0,0
